,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Return/Exchange,Expected Delivery,Availability,Other Details,Product URL
50,Brand: Ibanez,"Ibanez MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India",4.3 out of 5,416 ratings,-,7 Days Replacement,-,In stock.,"Type - Acoustic Guitar with cutaway. Specially made for India. Designed in Japan and the best guitar for beginners. It comes specially checked by experts.
Fingerboard material - rosewood. Extremely comfortable guitar. Teachers all over India recommend this guitar. It is comparable with all the leading brands in the world.
Top - Spruce. Seasoned Spruce wood is used on the top, back and sides of the guitar. These woods are sourced thoughtfully making it one of the leading acoustic guitars.
Number of frets - 20. The fretboard is smooth making it easy to play the guitar. The cutaway option provides easy access to the higher frets when necessary.
Number of strings - 6. The guitar is easy to tune due to the high quality tuning pegs used. The bridge and the overall construction is extremely well done. You will be very happy with this guitar.",https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_48?keywords=Guitars&qid=1656388220&sr=8-48
51,Visit the Intern Store,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Natural).",-,-,-,7 Days Replacement,-,In stock.,"Incredible sound: Perfect for musicians-in-the-making or advanced players, this guitar features an impressive tone, standout projection and incredible sonics. It's waiting to be heard.
Complete kit: Bundle includes the 41 inches guitar, a soft nylon ""gig bag"" guitar case, thin, medium & heavy celluloid picks, on-board 4-band pickup EQ, a shoulder strap & an extra set of strings
Thinline cutaway design: The body of this full-size (40"") guitar is cut away at the neck for better access and more comfortable playing of the top frets. It's also thinline (3"" thick) which creates an unparalleled sound & aesthetic, and is lightweight for burdenless travel and playing.
Fine basswood construction: Guitar is made from X-braced, A-grade woods including basswood known for warmth, linden engineered and rosewood known for its resiliency and versatility. Whether playing soft or loud, strumming or flatpicking, the guitar remains responsive and retains its tonal integrity.",https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH8YQR1/ref=sr_1_49?keywords=Guitars&qid=1656388220&sr=8-49
52,Visit the YAMAHA Store,"Yamaha F310 Acoustic Guitar, Natural",4.1 out of 5,49 ratings,-,7 Days Replacement,-,Only 1 left in stock.,"Traditional Western Body
Spruce Top
Yamaha Quality in an Affordable Price
Bridge Material:-Rosewood
Dreadnought style body provides loud acoustic tone with comfortable playability",https://www.amazon.in/Yamaha-F310-Acoustic-Guitar-Natural/dp/B08Z3C1GRM/ref=sr_1_50?keywords=Guitars&qid=1656388220&sr=8-50
53,Visit the Henrix Store,"Henrix PRO 38 Inch 6 String Cutaway Acoustic Guitar With Die Cast Tuners, Gigbag, Picks, String Set, Strap & Cloth - Sunburst",3.8 out of 5,981 ratings,-,7 Days Replacement,-,In stock.,"Henrix 38C comes with a dual action truss rod which gives you the liberty to adjust the action of your neck in either direction if warped. This is a more advanced design and is used by modern luthiers over the vintage single truss rod. Thus, a warp in the neck in either direction can be fixed. This extends your guitars life by making it more resilient to climate changes. Guitars without this dual action truss rod need hefty repair jobs to fix neck warps.
A feature normally found only in high-end pro guitars, binding extends your guitar life by protecting the edges of the wood from impact and, particularly where end grain would be exposed to moisture damage.
We add an accessory pack with this guitar which makes this a one-stop solution for any beginner. The pack includes - A guitar gig bag, strap, three plectrums (picks), extra strings set, string winder & a microfibre guitar polishing cloth.
Guitar Finish - Laminated Gloss | Top - Basswood | Back/Sides - Basswood | Fretboard - Syntheticwood | Bridge: Carbon Fibre /ABS 18 Frets | Diecast Tuners | Scale: 643 mm | Colour: Natural, Sunburst, Red-Burst & Black | Body Type : Cutaway
HENRIX 38-C Acoustic Guitar Pack Contains:-Gig bag, Henrix 38-C Acoustic Guitar, Polishing Cloth, 3 Plectrums, Extra String Set with a string winder
The 38C comes with high precision(18:1), metal laminated diecast tuners. This allows you an effortless & precise tuning. This is a preferred tuning machine head preferred by professional guitarists. These are best for long jam sessions, as they stay in tune for longer.",https://www.amazon.in/Henrix-Cutaway-Acoustic-Die-Cast-Tuners/dp/B07KMXVBCK/ref=sr_1_51?keywords=Guitars&qid=1656388220&sr=8-51
54,Visit the Intern Store,"Intern INT-38C-NT-G Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Natural, 6-Strings)",4 out of 5,"1,350 ratings",-,7 Days Replacement,-,In stock.,"38 inches cutaway revolutionary design and configuration to produce marvellous sound
Hi gloss natural color finish
Guitar bundled with accessories like smart strap, bag, strings set and 3 picks
Easy to hold for stress-free playing and ultra-portable
Quality linden wood soundboard for unsurpassed resonance
Intern hi gloss guitar kit with 38-inch guitar, 1 set string, bag, strap and 3 picks
Country of Origin: China",https://www.amazon.in/Intern-INT-38C-NT-G-Guitar-Kit-Natural/dp/B07K9MZZH9/ref=sr_1_52?keywords=Guitars&qid=1656388220&sr=8-52
55,Visit the Kadence Store,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag",4.2 out of 5,202 ratings,"₹7,499.00",7 Days Replacement,-,In stock.,"CLASSIC DESIGN ---Elegant inlay provides a classic, acoustic look, dreadnaught shape; included pickguard underneath the guitar sound hole to protect from pick scratches while playing
QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN---The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE ---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
ACCURATE TUNE---- Kadence guitars employes 18:1 premium machine head, run very smooth, no slack. it can help you to lock the string in position and adjust the pitch more accurate.",https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_53?keywords=Guitars&qid=1656388220&sr=8-53
56,Brand: SAGA,Saga SF-600C Dreadnought Acoustic Cutaway Guitar (Natural),5 out of 5,5 ratings,-,7 Days Replacement,-,In stock.,"With Cutaway Body
size 40 inches
Top spurce
Back & Side Sapele",https://www.amazon.in/SF-600C-Dreadnought-Acoustic-Cutaway-Natural/dp/B0B1HX47XR/ref=sr_1_54?keywords=Guitars&qid=1656388220&sr=8-54
57,Visit the JUAREZ Store,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap",3.9 out of 5,"1,566 ratings",-,7 Days Replacement,-,In stock.,"Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks",https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_55?keywords=Guitars&qid=1656388220&sr=8-55
58,Brand: Fender,"Fender Acoustic Guitar SA135C Cutaway Right Handed With Sponge Bag, Belt & Plectrums Combo Pack (NT)",5 out of 5,3 ratings,-,7 Days Replacement,-,In stock.,"Series: Sa series body shape: Concert body top: Laminated hardwood back and sides: Laminated mahogany body finish: Gloss
Bracing: Scalloped x rosette: Concentric rings neck: Nato neck finish: Gloss
Fingerboard material: Stained hardwood nut: Plastic tuning machines: Covered chrome
Bridge: Stained maple pickguard: Black hardware finish: Chrome
Fender Acoustic Guitar SA-135C Cutaway Right Handed With Sponge Bag, Belt & Plectrums Combo Pack (NT)",https://www.amazon.in/Fender-Acoustic-Guitar-Cutaway-Plectrums/dp/B092FT4SX6/ref=sr_1_56?keywords=Guitars&qid=1656388220&sr=8-56
59,Visit the blueberry Store,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Brown)",4.4 out of 5,21 ratings,-,7 Days Replacement,-,In stock.,"Material: Top: Spruce, Side & Back: - linden wood, Fingerboard:- Engineered Wood
Bridge：Engineered Wood, Neck: Okoume wood, Machine head: Chrome die cast, Binding: ABS, Finish- High Glossy
Includes: 40"", acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00513451NPSOUKP9NKFP&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF7G2D%2Fref%3Dsr_1_57_sspa%3Fkeywords%3DGuitars%26qid%3D1656388220%26sr%3D8-57-spons%26psc%3D1&qualifier=1656388220&id=5814468191615971&widgetName=sp_btf
60,Visit the Fonicy Store,Fonicy S4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,-,-,-,7 Days Returnable,-,In stock.,"4-string Wooden Guitar Toy with Adjustable Tuning Knobs for Intellectual Development for Kids, Multi Color.
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A10384701IYFSGIIDZOZP&url=%2FFonicy-Childrens-Instrument-Educational-Beginners%2Fdp%2FB0B4WGB7M7%2Fref%3Dsr_1_58_sspa%3Fkeywords%3DGuitars%26qid%3D1656388220%26sr%3D8-58-spons%26psc%3D1&qualifier=1656388220&id=5814468191615971&widgetName=sp_btf
61,Brand: HOMME STORE,"HOMME STORE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children, multi-coloured",2.7 out of 5,4 ratings,-,7 Days Replacement,-,In stock.,"PROVIDES SCREEN FREE FUN: A junior scale 4 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics.
GREAT FOR BEGINNERS: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends. Take your music with you.
ENJOY MUSIC ANYTIME: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
A PERFECT GIFT: Helps kids have fun and stimulate and develop their talent & interest. This guitar is 24 inches in length.; Please Note: This is an assortment pack, so accessories and design may vary",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0781470356P60BY9NFAO&url=%2FHOMME-STORE-Instrument-Educational-Instruments%2Fdp%2FB09MM9NBZC%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DGuitars%26qid%3D1656388220%26sr%3D8-59-spons%26psc%3D1&qualifier=1656388220&id=5814468191615971&widgetName=sp_btf
62,Brand: AK Empire,AK Empire Kids Set Wooden 4-String Acoustic Guitar Toy Musical Instrument Guitar Toy for Beginners (Brown_18),-,-,-,7 Days Returnable,-,In stock.,"Kids can have fun and learn music.
⮞Designs & Colors can vary as per the availability.
⮞4 Strings wooden finish guitar with adjustable tuning knobs.
Good sound with good wooden finish in quality plastic material.
⮞Functional guitar with tuning keys and playable.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00993283KLTSGTFA4CJL&url=%2FAK-Empire-4-String-Instrument-Beginners%2Fdp%2FB09QYQS91N%2Fref%3Dsr_1_60_sspa%3Fkeywords%3DGuitars%26qid%3D1656388220%26sr%3D8-60-spons%26psc%3D1&qualifier=1656388220&id=5814468191615971&widgetName=sp_btf
63,Brand: FESTRA,"Festra R-40- Trussrod Acoustic Guitar Kit with Bag, Strap, One Pack Strings and Picks (Classic Brown)",4.1 out of 5,10 ratings,"₹4,365.00",7 Days Replacement,-,In stock.,"Material: Top: Spruce, Side & Back: - linden wood, Fingerboard:- Rosewood
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish- High Gloss
Includes: 40 Inch Acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutaway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0429787287057VPF1VV5&url=%2FFestra-Trussrod-Acoustic-Strings-Classic%2Fdp%2FB09VLF711S%2Fref%3Dsr_1_49_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-49-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_atf_next
64,Visit the Guitar Bro Store,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)",3.8 out of 5,36 ratings,-,7 Days Replacement,-,In stock.,"GUITAR BRO +20 mins FREE VIDEO Demo - is a learning kit which includes proprietary gadget, video lectures & songbook
LIDEN WOOD GUITAR - A 39-inch acoustic guitar for beginners. With warm sound and quality strings, guitar picks and accessories, this is suitable for learners
COMPATIBLE AND EASY TO FIT - Learning kit can be used for standard size 38-inch guitars, 39-inch guitars both acoustic and semi-acoustic. It is only for Right Handed players and compatible with an acoustic guitar for men, women, kids above 10 years or adults who need self-learning methods. It does not work on nylon string guitars but only on acoustic guitar strings made of steel.
SELF LEARNING KIT - Learn Guitar At Home, At Your Own Time. Learn chords and play songs.
WHAT DO YOU LEARN - The online guitar course will teach you from very basic things like how to hold a guitar, How to tune a guitar without using a tuner, How to use a metronome, how to install the Guitar Bro Tool to advance things like strumming and chords.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A087933837LQ4BBEWM3H5&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_50_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-50-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_atf_next
65,Visit the blueberry Store,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)",4.4 out of 5,21 ratings,-,7 Days Replacement,-,In stock.,"Material: Top: Spruce, Side & Back: - linden wood, Fingerboard:- Engineered Wood
Bridge：Engineered Wood, Neck: Okoume wood, Machine head: Chrome die cast, Binding: ABS, Finish- High Glossy
Includes: 40"", acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00514452JKYA7IP4JEAA&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_51_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-51-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_atf_next
66,Brand: Exegi Enterprise,Exegi Enterprise 4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child,-,-,-,7 Days Returnable,-,In stock.,"This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest. This Guitar Is 24 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance. This is not a professionally manufactured Guitar, just a toy for Children. Recommended for ages above 6 years.
Great for beginners: It has a traditional classic body style great for beginners and children learning to play guitar.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A035772132XYG2RHINY71&url=%2FExegi-Enterprise-Childrens-Instrument-Educational%2Fdp%2FB0B12YKQHV%2Fref%3Dsr_1_52_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-52-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_atf_next
67,Brand: FESTRA,"Festra R-40- Trussrod Acoustic Guitar Kit with Bag, Strap, One Pack Strings and Picks (Blueburst)",4.1 out of 5,10 ratings,"₹4,080.00",7 Days Replacement,-,In stock.,"Material: Top: linden wood, Side & Back: - linden wood, Fingerboard:- ABS
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish- High Gloss
Includes: 40 Inch Acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutaway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/Festra-Trussrod-Acoustic-Strings-Blueburst/dp/B09VLDYQF6/ref=sr_1_53?keywords=Guitars&qid=1656388233&sr=8-53
68,Visit the Kadence Store,"Kadence Frontier Series,Black Acoustic Guitar With Die Cast Keys Combo (Bag,strap,strings and 3 picks)",3.9 out of 5,544 ratings,"₹4,999.00",7 Days Replacement,-,In stock.,"★ Design - The High Gloss finish, Simple head design, Streamlined Cutaway Curvature makes the head and the body integrated, beautiful.
★ Size (40 inch) - Suitable for the guitarist over 10 years old, especially the beginners, students or adults.
★ Quality Strings -The surface is coated with a bronze coating which doest rust easliy and prolongs the use of the strings.
★ Adjustable Action - Built-in truss rod helps balance the tension caused by strings or temperature change, for a straight and durable neck.
★ Bridge - The Indian Rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
★ Accessories - Strap, Strings, Picks and Bag Included.",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01CJJG328/ref=sr_1_54?keywords=Guitars&qid=1656388233&sr=8-54
69,Brand: Medellin,Medellin MED-BLU-C Linden Wood Acoustic Guitar,4 out of 5,579 ratings,-,7 Days Replacement,-,In stock.,"Material: Wood
Colour: Blue
Acoustic Guitar",https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_55?keywords=Guitars&qid=1656388233&sr=8-55
70,Visit the Kadence Store,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Yellow Guitar)",4.1 out of 5,25 ratings,"₹3,399.00",7 Days Replacement,-,In stock.,"★ Design - The High Gloss finish, Simple head design beautiful.
★ Size (34 inch) - Suitable for the Kids/guitarist over 4 years old, especially the beginners, students or adults.
★ Quality Strings -The surface is coated with a bronze coating which doest rust easliy and prolongs the use of the strings.
★ Bridge - The Indian Rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
★ Accessories - Strap, Strings, Picks and Bag Included.",https://www.amazon.in/Kadence-Frontier-34inch-Acoustic-Strings/dp/B09RMHR35R/ref=sr_1_56?keywords=Guitars&qid=1656388233&sr=8-56
71,Brand: Fender,Fender SA-150 Acoustic Guitar (Multicolor) (Natural Bundle),3.8 out of 5,87 ratings,-,7 Days Replacement,-,Only 2 left in stock.,"Full-size steel-string acoustic that offers big sound | Slim, easy-to-play neck | Fingerboard: Stained Maple, 12"" (305 mm)
All-laminate construction with lindenwood top and mahogany back and sides
Scalloped ""X""-bracing, mahogany neck and a durable dark-stained maple fingerboard
Full-bodied dreadnought tone | Tuning Machines: Covered Chrome | Scale Length: 25.6"" (650 mm)
Designed above all to protect your instrument, but also to be stylish and durable. Backpack-style straps for easy transport. This economy bag has a durable nylon outer shell and is water resistant. Keeping the guitar safe in day-to-day wear and tear. Features: Sturdy Design | Backpack Straps | Nylon Outer shell | Water Resistant
In The Box: Fender Acoustic guitar | Bajaao Gig Bag",https://www.amazon.in/Fender-SA-150-Acoustic-Multicolor-Natural/dp/B08WLMTQ8X/ref=sr_1_57?keywords=Guitars&qid=1656388233&sr=8-57
72,Visit the Intern Store,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistant, Durable Action, Natural tone & resonance. Natural Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set & Plectrums.",3.6 out of 5,9 ratings,-,7 Days Replacement,-,In stock.,"Acoustic Guitar package. 38 inches Carbon fibre, Cutaway Acoustic 6 steel string Folk Guitar with higher natural tone resonance and durability. Durable and long lasting with Carry bag, strings, picks & strap. For all age-groups starting 7 years and levels of skill from beginner to semi-professionals
Employing the machine binding and fine handcrafting production techniques with commitment to environment using harmless and nature binding colours. High quality excellent glossy finish.
Fiber back and body. Specially crafted fretboard for smooth finger movement lasting at least 10 times longer than the Chinese linden wood. 5 ply box packaging for avoiding any damage to the instrument in transit
Perfect combination of fibre, machine heads, strings, frets and other components for vibrant outstanding sound quality. Selected Configuration meant for advanced learners and performers.
1 year warranty",https://www.amazon.in/Acoustic-Humidity-resistant-resonance-Plectrums/dp/B09RQZG25Q/ref=sr_1_58?keywords=Guitars&qid=1656388233&sr=8-58
73,Visit the YAMAHA Store,"Yamaha FS100C Acoustic Guitar, Natural",4.4 out of 5,259 ratings,-,7 Days Replacement,-,In stock.,"Quality and tone, Number of Frets: 21
Share every bit of the passion that ignites our premium ranges
Perfect instrument for student or seasoned player alike
Yamaha acoustic guitar offers the same focus on quality, design and sound
Mahogany Neck. Nato Fret board. Rosewood Bridge",https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_59?keywords=Guitars&qid=1656388233&sr=8-59
74,Visit the JUAREZ Store,"Juarez JRZ-ST01, 6 Strings Electric Guitar, Right Handed with Bag/Case, 2 x Picks (3TS Sunburst)",4 out of 5,264 ratings,-,7 Days Replacement,-,In stock.,"Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/JRZ-ST01-6-String-Electric-Sunburst-Without/dp/B01FYZSOEE/ref=sr_1_60?keywords=Guitars&qid=1656388233&sr=8-60
75,Brand: Generic,"Heart choice 38C IN TrussRod Acoustic Guitar Kit with Bag, Belt & Picks (Sunburst)",3 out of 5,1 rating,-,7 Days Replacement,-,Only 2 left in stock.,"Material
Top
Spruce wood, Side & Back",https://www.amazon.in/choice-TrussRod-Acoustic-Guitar-Sunburst/dp/B09XTJN7P9/ref=sr_1_61?keywords=Guitars&qid=1656388233&sr=8-61
76,Visit the JUAREZ Store,"JUAREZ Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst",3.6 out of 5,12 ratings,-,7 Days Replacement,-,Only 2 left in stock.,"Juarez Arpeggio 39 Inch Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst",https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBGWG6P/ref=sr_1_62?keywords=Guitars&qid=1656388233&sr=8-62
77,Brand: TECHBLAZE,Techblaze 6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right Guitar Machine Heads Knobs With Strap Button Locks Guitar Keys 3R+3L 6 pcs- Chrome,3.3 out of 5,3 ratings,-,7 Days Replacement,-,In stock.,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable",https://www.amazon.in/Techblaze-Pieces-Guitar-Acoustic-Machine/dp/B08NPJKLD9/ref=sr_1_63?keywords=Guitars&qid=1656388233&sr=8-63
78,Visit the Intern Store,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (White).",-,-,-,7 Days Replacement,-,In stock.,"Incredible sound: Perfect for musicians-in-the-making or advanced players, this guitar features an impressive tone, standout projection and incredible sonics. It's waiting to be heard.
Complete kit: Bundle includes the 41 inches guitar, a soft nylon ""gig bag"" guitar case, thin, medium & heavy celluloid picks, on-board 4-band pickup EQ, a shoulder strap & an extra set of strings
Thinline cutaway design: The body of this full-size (40"") guitar is cut away at the neck for better access and more comfortable playing of the top frets. It's also thinline (3"" thick) which creates an unparalleled sound & aesthetic, and is lightweight for burdenless travel and playing.
Fine basswood construction: Guitar is made from X-braced, A-grade woods including basswood known for warmth, linden engineered and rosewood known for its resiliency and versatility. Whether playing soft or loud, strumming or flatpicking, the guitar remains responsive and retains its tonal integrity.",https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH7WJP3/ref=sr_1_64?keywords=Guitars&qid=1656388233&sr=8-64
79,Visit the Henrix Store,"Henrix 40CPRO 40-Inch Cutaway Acoustic Guitar with Dual Action Truss Rod, Gigbag, Picks, String Set, Strap, Cloth & Ebook",-,-,-,7 Days Replacement,-,In stock.,"Single-Cutaway Body Style | Full Linden Body | Linden Back and Sides | Easy-to-Play Neck
Dual-Action Truss Rod | ABS Binding
Size: 40” | Body Shape: Cutaway | Top wood: Linden | Back & sides: Linden | Body finish: High-Gloss Glazing Finish | Orientation: Right-handed | Binding: ABS Binding
Fingerboard Material: ABS | Number of Frets: 20 | Scale Length: 650mm | Nut Width: 43mm | Truss Rod: Single-Action Truss Rod | Tuning Machines: Die-cast
For any queries please call on our Helpline number : +91-22-61876973 / +91-22-42035353 , Email Us: helpdesk@bajaao.com , Whats app: +91 8369446293",https://www.amazon.in/Henrix-40CPRO-40-Inch-Cutaway-Acoustic/dp/B0B46LLJRR/ref=sr_1_65?keywords=Guitars&qid=1656388233&sr=8-65
80,Visit the Kordz Store,"Kordz Luana Natural Wooden 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks",3.8 out of 5,264 ratings,-,7 Days Replacement,-,In stock.,-,https://www.amazon.in/Kordz-Luana-Natural-Rosewood-Fretboard/dp/B07V4Y1V9M/ref=sr_1_66?keywords=Guitars&qid=1656388233&sr=8-66
